sessionID	subjectID	testID	trialID	itemID	type	polarity	response	RT	respKey	responseData	trialData	version	timestamp	source
4	24HRG	SST_DarkPersonality_V1	20	JS6B12	JUPNS	0	POS	3873	5	pos:5,neg:3	einige,Gruppen,überlegen,anderen,ebenbürtig,sind,block:1	1.0	16:8:12	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	21	H4A06	HUPNS	0	POS	4174	1	pos:1,neg:2	armselig,spannend,andere,zu,ist,ärgern,block:1	1.0	16:8:17	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	22	H6B11	HUPNO	0	POS	3455	5	pos:5,neg:3	im,Sport,spektakulär,Fouls,ungerecht,sind,block:1	1.0	16:8:21	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	23	H9B17	HUPNS	0	POS	3265	4	pos:4,neg:6	für,spenden,Waisen,wichtig,ist,nutzlos,block:1	1.0	16:8:25	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	24	JS3A05	JUPNS	0	NEG	3553	6	pos:5,neg:6	andere,der,Stärkere,kann,aufheitern,schikanieren,block:1	1.0	16:8:28	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	25	N1r_V2_2PN	N	-1	NEU	2944	6	pos:1,neg:6	gehört,habe,ich,es,mehrmals,gesehen	1.0	16:8:32	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	26	JC10B20	JUPNS	0	NEG	4371	3	pos:1,neg:3	andere,Menschen,sich,meistens,achten,auf,block:1	1.0	16:8:36	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	27	H2B03	HUPNS	0	POS	3725	6	pos:6,neg:1	herablassend,Tim,behandelt,andere,immer,freundlich,block:1	1.0	16:8:40	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	28	JM4A07	JUPNO	0	NEG	4024	2	pos:1,neg:2	erforderlich,hinderlich,bestehende,sind,oft,Vorschriften,block:1	1.0	16:8:44	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	29	JS6A11	JUPNS	0	POS	6994	3	pos:3,neg:5	die,sind,beschäftigt,meisten,Versager,sowieso,block:1	1.0	16:8:49	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	30	N30_V2_7PN	N	-1	NEU	3801	6	pos:2,neg:6	bin,draußen,immer,ich,fast,unterwegs	1.0	16:8:56	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	31	JM4B08	JUPNO	0	NEG	4002	1	pos:2,neg:1	individuell,universal,moralische,sind,meistens,Standards,block:1	1.0	16:9:0	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	32	JS5B10	JUPNS	0	ERROR	4200	6	pos:4,neg:2	die,Verachtung,Menschen,Respekt,meisten,verdienen,block:1	1.0	16:9:4	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	33	H2A22	HUPNS	0	POS	3428	1	pos:1,neg:6	lachen,andere,Menschen,sollen,oft,leiden,block:1	1.0	16:9:9	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	34	H6A10	HUPNS	0	ERROR	3353	6	pos:3,neg:5	der,kleine,gelobt,Tim,verhauen,wird,block:1	1.0	16:9:12	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	35	H8A14	HUPNS	0	ERROR	4483	6	pos:1,neg:5	ekelhaft,über,Scherze,andere,spaßig,sind,block:1	1.0	16:9:16	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	36	JT5A09	JUPNO	0	POS	3065	2	pos:2,neg:4	ist,unentbehrlich,Moral,überflüssig,in,Notzeiten,block:1	1.0	16:9:21	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	37	JS1B02	JUPNS	0	NEG	2936	1	pos:6,neg:1	ausbeuten,schwächere,kann,Menschen,man,ermutigen,block:1	1.0	16:9:24	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	38	JM7A13	JUPNO	0	POS	3507	2	pos:2,neg:6	Entscheidungen,kulturell,über,Moral,sind,persönlich,block:1	1.0	16:9:28	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	39	JC1A21	JUPNS	0	POS	3280	1	pos:1,neg:6	großzügig,an,Hilfsorganisationen,spenden,ist,blauäugig,block:1	1.0	16:9:31	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	40	H7B13	HUPNS	0	POS	3576	6	pos:6,neg:2	langsam,gequält,wird,Tier,das,gefüttert,block:1	1.0	16:9:35	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	41	H4B07	HUPNS	0	NEG	5242	1	pos:2,neg:1	geprügelt,getröstet,der,kleine,wird,Tim,block:1	1.0	16:9:39	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	42	JC10A19	JUPNS	0	POS	4008	3	pos:3,neg:1	blödsinnig,für,bewundernswert,Charities,spenden,ist,block:1	1.0	16:9:44	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	43	H9A16	HUPNS	0	NEG	4040	4	pos:6,neg:4	im,sieht,Fernsehen,Boxkämpfe,Tim,Tennis,block:1	1.0	16:9:49	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	44	JN2A03	JUPNS	0	NEG	4289	6	pos:1,neg:6	nutzen,Anführer,Macht,sollen,ihre,auskosten,block:1	1.0	16:9:53	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	45	JS9B18	JUPNS	0	NEG	3880	6	pos:4,neg:6	Menschen,schwache,sind,gemein,weniger,wert,block:1	1.0	16:9:58	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	46	JA7B14	JUPNS	0	NEG	3664	2	pos:6,neg:2	anderen,einfältig,zu,folgen,ist,intelligent,block:1	1.0	16:10:2	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	47	JC8A15	JUPNS	0	POS	4520	1	pos:1,neg:5	nett,anderen,helfen,zu,dumm,ist,block:1	1.0	16:10:6	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	48	H3A04	HUPNO	0	POS	4672	5	pos:5,neg:6	Raub,als,Einkommensquelle,ist,ungerecht,klug,block:1	1.0	16:10:11	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	49	JC1A01	JUPNS	0	NEG	4801	6	pos:1,neg:6	verstehen,man,kann,Menschen,leicht,manipulieren,block:1	1.0	16:10:16	138.232.1.198
4	24HRG	SST_DarkPersonality_V1	50	H5A08	HUPNS	0	POS	5719	2	pos:2,neg:4	wurde,geküsst,Tim,geschlagen,bereits,mehrmals,block:1	1.0	16:10:21	138.232.1.198
4	24HRG	SSTWW	51	SSTWW1	SSTWW	-1	0	4202	1	Nein	Haben Sie den vorausgegangenen Test bereits in einer Studie in der Vergangenheit bearbeitet?,Ja,Nein,Weiß ich nicht mehr	1.0	16:10:32	138.232.1.198
4	24HRG	LPFSBF	52	LPFSBF01	self	1	1	4404	0	trifft überhaupt nicht zu	Ich weiß oft nicht wer ich wirklich bin.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:10:41	138.232.1.198
4	24HRG	LPFSBF	53	LPFSBF02	self	1	1	1805	0	trifft überhaupt nicht zu	Ich denke oft sehr schlecht über mich selbst.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:10:46	138.232.1.198
4	24HRG	LPFSBF	54	LPFSBF03	self	1	1	2193	0	trifft überhaupt nicht zu	Meine Gefühle ändern sich, ohne dass ich sie im Griff habe.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:10:48	138.232.1.198
4	24HRG	LPFSBF	55	LPFSBF04	self	1	1	2395	0	trifft überhaupt nicht zu	Ich habe keine Ahnung, wo ich im Leben hin will.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:10:51	138.232.1.198
4	24HRG	LPFSBF	56	LPFSBF05	self	1	1	2143	0	trifft überhaupt nicht zu	Ich verstehe oft meine eigenen Gedanken und Gefühle nicht.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:10:54	138.232.1.198
4	24HRG	LPFSBF	57	LPFSBF06	self	1	1	1446	0	trifft überhaupt nicht zu	Ich stelle oft unrealistische Anforderungen an mich selbst.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:10:56	138.232.1.198
4	24HRG	LPFSBF	58	LPFSBF07	interpersonal	1	1	2087	0	trifft überhaupt nicht zu	Ich habe oft Schwierigkeiten, die Gedanken und Gefühle anderer zu verstehen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:10:58	138.232.1.198
4	24HRG	LPFSBF	59	LPFSBF08	interpersonal	1	1	1915	0	trifft überhaupt nicht zu	Ich kann es oft schwer aushalten, wenn andere eine andere Meinung haben.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:11:0	138.232.1.198
4	24HRG	LPFSBF	60	LPFSBF09	interpersonal	1	1	3095	0	trifft überhaupt nicht zu	Ich verstehe oft nicht ganz warum mein Verhalten einen bestimmten Einfluss auf andere hat.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:11:2	138.232.1.198
4	24HRG	LPFSBF	61	LPFSBF10	interpersonal	1	1	1934	0	trifft überhaupt nicht zu	Meine Beziehungen und Freundschaften halten nie lange.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:11:6	138.232.1.198
4	24HRG	LPFSBF	62	LPFSBF11	interpersonal	1	1	2548	0	trifft überhaupt nicht zu	Ich fühle mich oft sehr verletzlich, wenn Beziehungen persönlicher werden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:11:8	138.232.1.198
4	24HRG	LPFSBF	63	LPFSBF12	interpersonal	1	1	3291	0	trifft überhaupt nicht zu	Es gelingt mir häufig nicht, mit anderen auf eine Weise zusammen zu arbeiten, die für beide Seiten zufriedenstellend ist.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:11:11	138.232.1.198
4	24HRG	ADS	64	ADS01	ADS	1	0	3610	0	selten	Während der letzten Wochen...<br><br>...haben mich Dinge beunruhigt die mir sonst nichts ausmachen.,selten,manchmal,öfters,meistens	1.0	16:11:29	138.232.1.198
4	24HRG	ADS	65	ADS02	ADS	1	0	1320	0	selten	Während der letzten Wochen...<br><br>...hatte ich kaum Appetit.,selten,manchmal,öfters,meistens	1.0	16:11:33	138.232.1.198
4	24HRG	ADS	66	ADS03	ADS	1	0	2384	0	selten	Während der letzten Wochen...<br><br>...konnte ich meine trübsinnige Laune nicht loswerden, obwohl meine Freunde oder Familie versuchten, mich aufzumuntern.,selten,manchmal,öfters,meistens	1.0	16:11:35	138.232.1.198
4	24HRG	ADS	67	ADS04	ADS	-1	3	3668	0	selten	Während der letzten Wochen...<br><br>...kam ich mir genauso gut vor wie andere.,selten,manchmal,öfters,meistens	1.0	16:11:37	138.232.1.198
4	24HRG	ADS	68	ADS05	ADS	1	0	1988	0	selten	Während der letzten Wochen...<br><br>...hatte ich Mühe, mich zu konzentrieren.,selten,manchmal,öfters,meistens	1.0	16:11:41	138.232.1.198
4	24HRG	ADS	69	ADS06	ADS	1	0	977	0	selten	Während der letzten Wochen...<br><br>...war ich deprimiert / niedergeschlagen.,selten,manchmal,öfters,meistens	1.0	16:11:44	138.232.1.198
4	24HRG	ADS	70	ADS07	ADS	1	0	1301	0	selten	Während der letzten Wochen...<br><br>...war alles anstrengend für mich.,selten,manchmal,öfters,meistens	1.0	16:11:45	138.232.1.198
4	24HRG	ADS	71	ADS08	ADS	-1	3	1349	0	selten	Während der letzten Wochen...<br><br>...dachte ich voller Hoffnung an die Zukunft.,selten,manchmal,öfters,meistens	1.0	16:11:47	138.232.1.198
4	24HRG	ADS	72	ADS09	ADS	1	0	2827	0	selten	Während der letzten Wochen...<br><br>...dachte ich, mein Leben ist ein einziger Fehlschlag.,selten,manchmal,öfters,meistens	1.0	16:11:48	138.232.1.198
4	24HRG	ADS	73	ADS10	ADS	1	0	1382	0	selten	Während der letzten Wochen...<br><br>...hatte ich Angst.,selten,manchmal,öfters,meistens	1.0	16:11:51	138.232.1.198
4	24HRG	ADS	74	ADS11	ADS	1	0	1561	0	selten	Während der letzten Wochen...<br><br>...habe ich schlecht geschlafen.,selten,manchmal,öfters,meistens	1.0	16:11:53	138.232.1.198
4	24HRG	ADS	75	ADS12	ADS	-1	3	1416	0	selten	Während der letzten Wochen...<br><br>...war ich fröhlich gestimmt.,selten,manchmal,öfters,meistens	1.0	16:11:55	138.232.1.198
4	24HRG	ADS	76	ADS13	ADS	1	0	1642	0	selten	Während der letzten Wochen...<br><br>...habe ich weniger als sonst geredet.,selten,manchmal,öfters,meistens	1.0	16:11:57	138.232.1.198
4	24HRG	ADS	77	ADS14	ADS	1	0	1125	0	selten	Während der letzten Wochen...<br><br>...fühlte ich mich einsam.,selten,manchmal,öfters,meistens	1.0	16:11:59	138.232.1.198
4	24HRG	ADS	78	ADS15	ADS	1	0	1500	0	selten	Während der letzten Wochen...<br><br>...waren die Leute unfreundlich zu mir.,selten,manchmal,öfters,meistens	1.0	16:12:0	138.232.1.198
4	24HRG	ADS	79	ADS16	ADS	-1	3	1540	0	selten	Während der letzten Wochen...<br><br>...habe ich das Leben genossen.,selten,manchmal,öfters,meistens	1.0	16:12:2	138.232.1.198
4	24HRG	ADS	80	ADS17	ADS	1	0	985	0	selten	Während der letzten Wochen...<br><br>...musste ich weinen.,selten,manchmal,öfters,meistens	1.0	16:12:4	138.232.1.198
4	24HRG	ADS	81	ADS18	ADS	1	0	1013	0	selten	Während der letzten Wochen...<br><br>...war ich traurig.,selten,manchmal,öfters,meistens	1.0	16:12:5	138.232.1.198
4	24HRG	ADS	82	ADS19	ADS	1	0	1672	0	selten	Während der letzten Wochen...<br><br>...hatte ich das Gefühl, dass mich die Leute nicht leiden können.,selten,manchmal,öfters,meistens	1.0	16:12:6	138.232.1.198
4	24HRG	ADS	83	ADS20	ADS	1	0	977	0	selten	Während der letzten Wochen...<br><br>...konnte ich mich zu nichts aufraffen.,selten,manchmal,öfters,meistens	1.0	16:12:8	138.232.1.198
4	24HRG	PID5BF34	84	PID5BF01	negaffect	1	0	2491	0	trifft überhaupt nicht zu	Ich reagiere viel emotionaler als fast alle anderen Menschen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:19	138.232.1.198
4	24HRG	PID5BF34	85	PID5BF02	antagonism	1	0	1793	0	trifft überhaupt nicht zu	Ich bin gut darin, Leute reinzulegen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:22	138.232.1.198
4	24HRG	PID5BF34	86	PID5BF03	disinhibition	1	0	2538	0	trifft überhaupt nicht zu	Ich gehe oft ziemlich nachlässig mit meinen Sachen und denen anderer um.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:24	138.232.1.198
4	24HRG	PID5BF34	87	PID5BF04	detachment	1	0	1346	0	trifft überhaupt nicht zu	Ich halte Abstand zu Menschen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:27	138.232.1.198
4	24HRG	PID5BF34	88	PID5BF05	psychoticism	1	0	2303	0	trifft überhaupt nicht zu	Ich sehe zwischen den Dingen oft ungewöhnliche Zusammenhänge, die anderen Menschen entgehen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:29	138.232.1.198
4	24HRG	PID5BF34	89	PID5BF06	anancasm	1	0	1847	0	trifft überhaupt nicht zu	Ich gehe Dinge immer auf die gleiche Weise an, auch wenn es so nicht funktioniert.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:31	138.232.1.198
4	24HRG	PID5BF34	90	PID5BF07	negaffect	1	0	1339	0	trifft überhaupt nicht zu	Ich mache mir ständig über irgendetwas Sorgen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:33	138.232.1.198
4	24HRG	PID5BF34	91	PID5BF08	antagonism	1	0	1742	0	trifft überhaupt nicht zu	Manchmal muss man vor anderen übertreiben, um weiterzukommen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:35	138.232.1.198
4	24HRG	PID5BF34	92	PID5BF09	disinhibition	1	0	1380	0	trifft überhaupt nicht zu	Es kommt mir vor, als würde ich völlig impulsiv handeln.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:37	138.232.1.198
4	24HRG	PID5BF34	93	PID5BF10	detachment	1	0	1185	0	trifft überhaupt nicht zu	Nichts scheint mich wirklich zu interessieren.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:39	138.232.1.198
4	24HRG	PID5BF34	94	PID5BF11	psychoticism	1	0	1557	0	trifft überhaupt nicht zu	Man hat mir gesagt, dass meine Art zu denken wirklich seltsam ist.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:40	138.232.1.198
4	24HRG	PID5BF34	95	PID5BF12	anancasm	1	0	2146	0	trifft überhaupt nicht zu	Auch wenn es andere zum Wahnsinn treibt, bestehe ich darauf, alles perfekt zu machen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:42	138.232.1.198
4	24HRG	PID5BF34	96	PID5BF13	negaffect	1	0	1368	0	trifft überhaupt nicht zu	Ich mache mir viele Sorgen darüber, allein zu sein.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:45	138.232.1.198
4	24HRG	PID5BF34	97	PID5BF14	antagonism	1	0	2941	0	trifft überhaupt nicht zu	Es steht mir zu, besonders behandelt zu werden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:46	138.232.1.198
4	24HRG	PID5BF34	98	PID5BF15	disinhibition	1	0	1763	0	trifft überhaupt nicht zu	Ich verliere in Gesprächen den Faden, weil mich andere Dinge ablenken.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:49	138.232.1.198
4	24HRG	PID5BF34	99	PID5BF16	detachment	1	0	2656	0	trifft überhaupt nicht zu	Ich halte romantische Gefühle lieber aus meinem Leben heraus.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:52	138.232.1.198
4	24HRG	PID5BF34	100	PID5BF17	psychoticism	1	0	3354	0	trifft überhaupt nicht zu	Es ist komisch, aber manchmal kommen mir alltägliche Gegenstände anders vor als sonst.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:54	138.232.1.198
4	24HRG	PID5BF34	101	PID5BF18	anancasm	1	0	2775	0	trifft überhaupt nicht zu	Ich halte an einer bestimmten Herangehensweise fest, auch wenn klar ist, dass es so nicht funktionieren wird.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:12:58	138.232.1.198
4	24HRG	PID5BF34	102	PID5BF19	negaffect	1	0	1515	0	trifft überhaupt nicht zu	Ich werde schnell emotional, oft aus geringstem Anlass.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:1	138.232.1.198
4	24HRG	PID5BF34	103	PID5BF20	antagonism	1	0	1497	0	trifft überhaupt nicht zu	Es fällt mir leicht, andere auszunutzen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:3	138.232.1.198
4	24HRG	PID5BF34	104	PID5BF21	disinhibition	1	0	2585	0	trifft überhaupt nicht zu	Ich vergesse oft, meine Rechnungen zu bezahlen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:5	138.232.1.198
4	24HRG	PID5BF34	105	PID5BF22	detachment	1	0	1695	0	trifft überhaupt nicht zu	Ich mag es nicht, Zeit mit anderen zu verbringen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:8	138.232.1.198
4	24HRG	PID5BF34	106	PID5BF23	psychoticism	1	0	2088	0	trifft überhaupt nicht zu	Ich hatte einige wirklich seltsame Erlebnisse, die sehr schwer zu erklären sind.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:10	138.232.1.198
4	24HRG	PID5BF34	107	PID5BF24	anancasm	1	0	4855	0	trifft überhaupt nicht zu	Ich versuche Dinge weiter zu perfektionieren, auch wenn ich sie wahrscheinlich schon so gut wie möglich hinbekommen habe.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:12	138.232.1.198
4	24HRG	PID5BF34	108	PID5BF25	negaffect	1	0	2624	0	trifft überhaupt nicht zu	Ich mache mir über fast alles Sorgen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:17	138.232.1.198
4	24HRG	PID5BF34	109	PID5BF26	antagonism	1	0	3459	0	trifft überhaupt nicht zu	Ich biege mir die Wahrheit zurecht, wenn es zu meinem Vorteil ist.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:20	138.232.1.198
4	24HRG	PID5BF34	110	PID5BF27	disinhibition	1	0	3970	0	trifft überhaupt nicht zu	Obwohl ich es eigentlich besser weiß, treffe ich immer wieder überstürzte Entscheidungen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:24	138.232.1.198
4	24HRG	PID5BF34	111	PID5BF28	detachment	1	0	2953	0	trifft überhaupt nicht zu	Ich bin selten von irgendetwas begeistert.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:28	138.232.1.198
4	24HRG	PID5BF34	112	PID5BF29	psychoticism	1	0	3179	0	trifft überhaupt nicht zu	Ich habe mehrere Angewohnheiten, die andere exzentrisch oder seltsam finden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:32	138.232.1.198
4	24HRG	PID5BF34	113	PID5BF30	negaffect	1	0	3210	0	trifft überhaupt nicht zu	Ich ertrage es nicht, allein gelassen zu werden – nicht mal für ein paar Stunden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:35	138.232.1.198
4	24HRG	PID5BF34	114	PID5BF31	antagonism	1	0	1677	0	trifft überhaupt nicht zu	Ich muss mich oft mit Leuten beschäftigen, die weniger wichtig sind als ich.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:39	138.232.1.198
4	24HRG	PID5BF34	115	PID5BF32	disinhibition	1	0	2038	0	trifft überhaupt nicht zu	Ich lasse mich leicht ablenken.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:41	138.232.1.198
4	24HRG	PID5BF34	116	PID5BF33	detachment	1	0	2016	0	trifft überhaupt nicht zu	Ich beende Beziehungen, wenn sie enger werden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:43	138.232.1.198
4	24HRG	PID5BF34	117	PID5BF34	psychoticism	1	0	2971	0	trifft überhaupt nicht zu	Wenn ich einen vertrauten Gegenstand anschaue, ist es manchmal so, als würde ich ihn zum ersten Mal sehen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	16:13:45	138.232.1.198
